,Country Name,Indicator Name,Year,Value
22170,Middle East & North Africa (excluding high income),Electric power consumption (kWh per capita),1967,
22171,Middle East & North Africa (excluding high income),Energy use (kg of oil equivalent per capita),1967,
22172,Middle East & North Africa (excluding high income),Exports of goods and services (% of GDP),1967,17.9067760738
22173,Middle East & North Africa (excluding high income),"Fertility rate, total (births per woman)",1967,6.85437330828
22174,Middle East & North Africa (excluding high income),GDP growth (annual %),1967,9.01561551818
22175,Middle East & North Africa (excluding high income),"GNI per capita, PPP (current international $)",1967,
22176,Middle East & North Africa (excluding high income),"Gross enrollment ratio, primary, both sexes (%)",1967,
22177,Middle East & North Africa (excluding high income),"Gross enrolment ratio, secondary, both sexes (%)",1967,
22178,Middle East & North Africa (excluding high income),High-technology exports (% of manufactured exports),1967,
22179,Middle East & North Africa (excluding high income),Imports of goods and services (% of GDP),1967,19.4002624698
22180,Middle East & North Africa (excluding high income),Income share held by lowest 20%,1967,
22181,Middle East & North Africa (excluding high income),"Industry, value added (% of GDP)",1967,
22182,Middle East & North Africa (excluding high income),"Inflation, GDP deflator (annual %)",1967,
22183,Middle East & North Africa (excluding high income),Internet users (per 100 people),1967,
22184,Middle East & North Africa (excluding high income),"Life expectancy at birth, total (years)",1967,50.7210958126
22185,Middle East & North Africa (excluding high income),Military expenditure (% of GDP),1967,
22186,Middle East & North Africa (excluding high income),Mobile cellular subscriptions (per 100 people),1967,
22187,Middle East & North Africa (excluding high income),Net lending (+) / net borrowing (-) (% of GDP),1967,
22188,Middle East & North Africa (excluding high income),Population density (people per sq. km of land area),1967,13.6367557537
22189,Middle East & North Africa (excluding high income),"Prevalence of HIV, total (% of population ages 15-49)",1967,
22190,Middle East & North Africa (excluding high income),"Revenue, excluding grants (% of GDP)",1967,
22191,Middle East & North Africa (excluding high income),"Services, etc., value added (% of GDP)",1967,
22192,Middle East & North Africa (excluding high income),Tax revenue (% of GDP),1967,
22193,Middle East & North Africa (excluding high income),Time required to start a business (days),1967,
22194,Middle East & North Africa (IDA & IBRD countries),"Agriculture, value added (% of GDP)",1967,18.7473265895
22195,Middle East & North Africa (IDA & IBRD countries),CO2 emissions (metric tons per capita),1967,1.30713911761
22196,Middle East & North Africa (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),1967,33.9844039285
22197,Middle East & North Africa (IDA & IBRD countries),Electric power consumption (kWh per capita),1967,
22198,Middle East & North Africa (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),1967,
22199,Middle East & North Africa (IDA & IBRD countries),Exports of goods and services (% of GDP),1967,17.9067760738
22200,Middle East & North Africa (IDA & IBRD countries),"Fertility rate, total (births per woman)",1967,6.85437330828
22201,Middle East & North Africa (IDA & IBRD countries),GDP growth (annual %),1967,9.01561551818
22202,Middle East & North Africa (IDA & IBRD countries),"GNI per capita, PPP (current international $)",1967,
22203,Middle East & North Africa (IDA & IBRD countries),"Gross enrollment ratio, primary, both sexes (%)",1967,
22204,Middle East & North Africa (IDA & IBRD countries),"Gross enrolment ratio, secondary, both sexes (%)",1967,
22205,Middle East & North Africa (IDA & IBRD countries),High-technology exports (% of manufactured exports),1967,
22206,Middle East & North Africa (IDA & IBRD countries),Imports of goods and services (% of GDP),1967,19.4002624698
22207,Middle East & North Africa (IDA & IBRD countries),Income share held by lowest 20%,1967,
22208,Middle East & North Africa (IDA & IBRD countries),"Industry, value added (% of GDP)",1967,34.6243765839
22209,Middle East & North Africa (IDA & IBRD countries),"Inflation, GDP deflator (annual %)",1967,1.12488624082
22210,Middle East & North Africa (IDA & IBRD countries),Internet users (per 100 people),1967,
22211,Middle East & North Africa (IDA & IBRD countries),"Life expectancy at birth, total (years)",1967,50.7210958126
22212,Middle East & North Africa (IDA & IBRD countries),Military expenditure (% of GDP),1967,
22213,Middle East & North Africa (IDA & IBRD countries),Mobile cellular subscriptions (per 100 people),1967,
22214,Middle East & North Africa (IDA & IBRD countries),Net lending (+) / net borrowing (-) (% of GDP),1967,
22215,Middle East & North Africa (IDA & IBRD countries),Population density (people per sq. km of land area),1967,13.6462595335
22216,Middle East & North Africa (IDA & IBRD countries),"Prevalence of HIV, total (% of population ages 15-49)",1967,
22217,Middle East & North Africa (IDA & IBRD countries),"Revenue, excluding grants (% of GDP)",1967,
22218,Middle East & North Africa (IDA & IBRD countries),"Services, etc., value added (% of GDP)",1967,46.6282987334
22219,Middle East & North Africa (IDA & IBRD countries),Tax revenue (% of GDP),1967,
22220,Middle East & North Africa (IDA & IBRD countries),Time required to start a business (days),1967,
22221,Middle income,"Agriculture, value added (% of GDP)",1967,31.8749980442
22222,Middle income,CO2 emissions (metric tons per capita),1967,0.997613819616
22223,Middle income,Domestic credit provided by financial sector (% of GDP),1967,30.1935039862
22224,Middle income,Electric power consumption (kWh per capita),1967,
22225,Middle income,Energy use (kg of oil equivalent per capita),1967,
22226,Middle income,Exports of goods and services (% of GDP),1967,8.39977107578
22227,Middle income,"Fertility rate, total (births per woman)",1967,5.68901425754
22228,Middle income,GDP growth (annual %),1967,3.68663881044
22229,Middle income,"GNI per capita, PPP (current international $)",1967,
22230,Middle income,"Gross enrollment ratio, primary, both sexes (%)",1967,
22231,Middle income,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22232,Middle income,High-technology exports (% of manufactured exports),1967,
22233,Middle income,Imports of goods and services (% of GDP),1967,9.14593566278
22234,Middle income,Income share held by lowest 20%,1967,
22235,Middle income,"Industry, value added (% of GDP)",1967,29.9169169691
22236,Middle income,"Inflation, GDP deflator (annual %)",1967,
22237,Middle income,Internet users (per 100 people),1967,
22238,Middle income,"Life expectancy at birth, total (years)",1967,53.319363709
22239,Middle income,Military expenditure (% of GDP),1967,
22240,Middle income,Mobile cellular subscriptions (per 100 people),1967,
22241,Middle income,Net lending (+) / net borrowing (-) (% of GDP),1967,
22242,Middle income,Population density (people per sq. km of land area),1967,30.2048586614
22243,Middle income,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22244,Middle income,"Revenue, excluding grants (% of GDP)",1967,
22245,Middle income,"Services, etc., value added (% of GDP)",1967,37.8549067156
22246,Middle income,Tax revenue (% of GDP),1967,
22247,Middle income,Time required to start a business (days),1967,
22248,North America,"Agriculture, value added (% of GDP)",1967,
22249,North America,CO2 emissions (metric tons per capita),1967,18.1489697184
22250,North America,Domestic credit provided by financial sector (% of GDP),1967,109.245708384
22251,North America,Electric power consumption (kWh per capita),1967,6050.59692229
22252,North America,Energy use (kg of oil equivalent per capita),1967,6693.14400522
22253,North America,Exports of goods and services (% of GDP),1967,6.42947072764
22254,North America,"Fertility rate, total (births per woman)",1967,2.55515506079
22255,North America,GDP growth (annual %),1967,2.54423557617
22256,North America,"GNI per capita, PPP (current international $)",1967,
22257,North America,"Gross enrollment ratio, primary, both sexes (%)",1967,
22258,North America,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22259,North America,High-technology exports (% of manufactured exports),1967,
22260,North America,Imports of goods and services (% of GDP),1967,5.95738102532
22261,North America,Income share held by lowest 20%,1967,
22262,North America,"Industry, value added (% of GDP)",1967,
22263,North America,"Inflation, GDP deflator (annual %)",1967,3.48033562167
22264,North America,Internet users (per 100 people),1967,
22265,North America,"Life expectancy at birth, total (years)",1967,70.7143822609
22266,North America,Military expenditure (% of GDP),1967,
22267,North America,Mobile cellular subscriptions (per 100 people),1967,
22268,North America,Net lending (+) / net borrowing (-) (% of GDP),1967,
22269,North America,Population density (people per sq. km of land area),1967,12.0079857466
22270,North America,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22271,North America,"Revenue, excluding grants (% of GDP)",1967,
22272,North America,"Services, etc., value added (% of GDP)",1967,
22273,North America,Tax revenue (% of GDP),1967,
22274,North America,Time required to start a business (days),1967,
22275,Not classified,"Agriculture, value added (% of GDP)",1967,
22276,Not classified,CO2 emissions (metric tons per capita),1967,
22277,Not classified,Domestic credit provided by financial sector (% of GDP),1967,
22278,Not classified,Electric power consumption (kWh per capita),1967,
22279,Not classified,Energy use (kg of oil equivalent per capita),1967,
22280,Not classified,Exports of goods and services (% of GDP),1967,
22281,Not classified,"Fertility rate, total (births per woman)",1967,
22282,Not classified,GDP growth (annual %),1967,
22283,Not classified,"GNI per capita, PPP (current international $)",1967,
22284,Not classified,"Gross enrollment ratio, primary, both sexes (%)",1967,
22285,Not classified,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22286,Not classified,High-technology exports (% of manufactured exports),1967,
22287,Not classified,Imports of goods and services (% of GDP),1967,
22288,Not classified,Income share held by lowest 20%,1967,
22289,Not classified,"Industry, value added (% of GDP)",1967,
22290,Not classified,"Inflation, GDP deflator (annual %)",1967,
22291,Not classified,Internet users (per 100 people),1967,
22292,Not classified,"Life expectancy at birth, total (years)",1967,
22293,Not classified,Military expenditure (% of GDP),1967,
22294,Not classified,Mobile cellular subscriptions (per 100 people),1967,
22295,Not classified,Net lending (+) / net borrowing (-) (% of GDP),1967,
22296,Not classified,Population density (people per sq. km of land area),1967,
22297,Not classified,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22298,Not classified,"Revenue, excluding grants (% of GDP)",1967,
22299,Not classified,"Services, etc., value added (% of GDP)",1967,
22300,Not classified,Tax revenue (% of GDP),1967,
22301,Not classified,Time required to start a business (days),1967,
22302,OECD members,"Agriculture, value added (% of GDP)",1967,
22303,OECD members,CO2 emissions (metric tons per capita),1967,8.91960882018
22304,OECD members,Domestic credit provided by financial sector (% of GDP),1967,86.9204191661
22305,OECD members,Electric power consumption (kWh per capita),1967,3315.28276314
22306,OECD members,Energy use (kg of oil equivalent per capita),1967,3393.4881973
22307,OECD members,Exports of goods and services (% of GDP),1967,11.8578062032
22308,OECD members,"Fertility rate, total (births per woman)",1967,2.90989857637
22309,OECD members,GDP growth (annual %),1967,4.54864685514
22310,OECD members,"GNI per capita, PPP (current international $)",1967,
22311,OECD members,"Gross enrollment ratio, primary, both sexes (%)",1967,
22312,OECD members,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22313,OECD members,High-technology exports (% of manufactured exports),1967,
22314,OECD members,Imports of goods and services (% of GDP),1967,12.3221320104
22315,OECD members,Income share held by lowest 20%,1967,
22316,OECD members,"Industry, value added (% of GDP)",1967,
22317,OECD members,"Inflation, GDP deflator (annual %)",1967,3.5922111718
22318,OECD members,Internet users (per 100 people),1967,
22319,OECD members,"Life expectancy at birth, total (years)",1967,69.0162014151
22320,OECD members,Military expenditure (% of GDP),1967,
22321,OECD members,Mobile cellular subscriptions (per 100 people),1967,
22322,OECD members,Net lending (+) / net borrowing (-) (% of GDP),1967,
22323,OECD members,Population density (people per sq. km of land area),1967,25.1249367236
22324,OECD members,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22325,OECD members,"Revenue, excluding grants (% of GDP)",1967,
22326,OECD members,"Services, etc., value added (% of GDP)",1967,
22327,OECD members,Tax revenue (% of GDP),1967,
22328,OECD members,Time required to start a business (days),1967,
22329,Other small states,"Agriculture, value added (% of GDP)",1967,
22330,Other small states,CO2 emissions (metric tons per capita),1967,1.82635214019
22331,Other small states,Domestic credit provided by financial sector (% of GDP),1967,31.9999310365
22332,Other small states,Electric power consumption (kWh per capita),1967,
22333,Other small states,Energy use (kg of oil equivalent per capita),1967,
22334,Other small states,Exports of goods and services (% of GDP),1967,
22335,Other small states,"Fertility rate, total (births per woman)",1967,4.94106038843
22336,Other small states,GDP growth (annual %),1967,
22337,Other small states,"GNI per capita, PPP (current international $)",1967,
22338,Other small states,"Gross enrollment ratio, primary, both sexes (%)",1967,
22339,Other small states,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22340,Other small states,High-technology exports (% of manufactured exports),1967,
22341,Other small states,Imports of goods and services (% of GDP),1967,
22342,Other small states,Income share held by lowest 20%,1967,
22343,Other small states,"Industry, value added (% of GDP)",1967,
22344,Other small states,"Inflation, GDP deflator (annual %)",1967,
22345,Other small states,Internet users (per 100 people),1967,
22346,Other small states,"Life expectancy at birth, total (years)",1967,54.0880735641
22347,Other small states,Military expenditure (% of GDP),1967,
22348,Other small states,Mobile cellular subscriptions (per 100 people),1967,
22349,Other small states,Net lending (+) / net borrowing (-) (% of GDP),1967,
22350,Other small states,Population density (people per sq. km of land area),1967,5.12568101552
22351,Other small states,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22352,Other small states,"Revenue, excluding grants (% of GDP)",1967,
22353,Other small states,"Services, etc., value added (% of GDP)",1967,
22354,Other small states,Tax revenue (% of GDP),1967,
22355,Other small states,Time required to start a business (days),1967,
22356,Pacific island small states,"Agriculture, value added (% of GDP)",1967,
22357,Pacific island small states,CO2 emissions (metric tons per capita),1967,0.667394411887
22358,Pacific island small states,Domestic credit provided by financial sector (% of GDP),1967,12.745412844
22359,Pacific island small states,Electric power consumption (kWh per capita),1967,
22360,Pacific island small states,Energy use (kg of oil equivalent per capita),1967,
22361,Pacific island small states,Exports of goods and services (% of GDP),1967,
22362,Pacific island small states,"Fertility rate, total (births per woman)",1967,5.93380604079
22363,Pacific island small states,GDP growth (annual %),1967,
22364,Pacific island small states,"GNI per capita, PPP (current international $)",1967,
22365,Pacific island small states,"Gross enrollment ratio, primary, both sexes (%)",1967,
22366,Pacific island small states,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22367,Pacific island small states,High-technology exports (% of manufactured exports),1967,
22368,Pacific island small states,Imports of goods and services (% of GDP),1967,
22369,Pacific island small states,Income share held by lowest 20%,1967,
22370,Pacific island small states,"Industry, value added (% of GDP)",1967,
22371,Pacific island small states,"Inflation, GDP deflator (annual %)",1967,
22372,Pacific island small states,Internet users (per 100 people),1967,
22373,Pacific island small states,"Life expectancy at birth, total (years)",1967,56.8492363783
22374,Pacific island small states,Military expenditure (% of GDP),1967,
22375,Pacific island small states,Mobile cellular subscriptions (per 100 people),1967,
22376,Pacific island small states,Net lending (+) / net borrowing (-) (% of GDP),1967,
22377,Pacific island small states,Population density (people per sq. km of land area),1967,17.0600859052
22378,Pacific island small states,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22379,Pacific island small states,"Revenue, excluding grants (% of GDP)",1967,
22380,Pacific island small states,"Services, etc., value added (% of GDP)",1967,
22381,Pacific island small states,Tax revenue (% of GDP),1967,
22382,Pacific island small states,Time required to start a business (days),1967,
22383,Post-demographic dividend,"Agriculture, value added (% of GDP)",1967,
22384,Post-demographic dividend,CO2 emissions (metric tons per capita),1967,9.59643838598
22385,Post-demographic dividend,Domestic credit provided by financial sector (% of GDP),1967,88.860518901
22386,Post-demographic dividend,Electric power consumption (kWh per capita),1967,3557.34701686
22387,Post-demographic dividend,Energy use (kg of oil equivalent per capita),1967,3593.16547563
22388,Post-demographic dividend,Exports of goods and services (% of GDP),1967,12.9611996111
22389,Post-demographic dividend,"Fertility rate, total (births per woman)",1967,2.55934064433
22390,Post-demographic dividend,GDP growth (annual %),1967,4.52953730533
22391,Post-demographic dividend,"GNI per capita, PPP (current international $)",1967,
22392,Post-demographic dividend,"Gross enrollment ratio, primary, both sexes (%)",1967,
22393,Post-demographic dividend,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22394,Post-demographic dividend,High-technology exports (% of manufactured exports),1967,
22395,Post-demographic dividend,Imports of goods and services (% of GDP),1967,13.2932707589
22396,Post-demographic dividend,Income share held by lowest 20%,1967,
22397,Post-demographic dividend,"Industry, value added (% of GDP)",1967,
22398,Post-demographic dividend,"Inflation, GDP deflator (annual %)",1967,3.9366597756
22399,Post-demographic dividend,Internet users (per 100 people),1967,
22400,Post-demographic dividend,"Life expectancy at birth, total (years)",1967,70.3710913744
22401,Post-demographic dividend,Military expenditure (% of GDP),1967,
22402,Post-demographic dividend,Mobile cellular subscriptions (per 100 people),1967,
22403,Post-demographic dividend,Net lending (+) / net borrowing (-) (% of GDP),1967,
22404,Post-demographic dividend,Population density (people per sq. km of land area),1967,26.0121544139
22405,Post-demographic dividend,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22406,Post-demographic dividend,"Revenue, excluding grants (% of GDP)",1967,
22407,Post-demographic dividend,"Services, etc., value added (% of GDP)",1967,
22408,Post-demographic dividend,Tax revenue (% of GDP),1967,
22409,Post-demographic dividend,Time required to start a business (days),1967,
22410,Pre-demographic dividend,"Agriculture, value added (% of GDP)",1967,
22411,Pre-demographic dividend,CO2 emissions (metric tons per capita),1967,0.267320390306
22412,Pre-demographic dividend,Domestic credit provided by financial sector (% of GDP),1967,12.3505072865
22413,Pre-demographic dividend,Electric power consumption (kWh per capita),1967,
22414,Pre-demographic dividend,Energy use (kg of oil equivalent per capita),1967,
22415,Pre-demographic dividend,Exports of goods and services (% of GDP),1967,
22416,Pre-demographic dividend,"Fertility rate, total (births per woman)",1967,6.77076275975
22417,Pre-demographic dividend,GDP growth (annual %),1967,
22418,Pre-demographic dividend,"GNI per capita, PPP (current international $)",1967,
22419,Pre-demographic dividend,"Gross enrollment ratio, primary, both sexes (%)",1967,
22420,Pre-demographic dividend,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22421,Pre-demographic dividend,High-technology exports (% of manufactured exports),1967,
22422,Pre-demographic dividend,Imports of goods and services (% of GDP),1967,
22423,Pre-demographic dividend,Income share held by lowest 20%,1967,
22424,Pre-demographic dividend,"Industry, value added (% of GDP)",1967,
22425,Pre-demographic dividend,"Inflation, GDP deflator (annual %)",1967,0.673724705873
22426,Pre-demographic dividend,Internet users (per 100 people),1967,
22427,Pre-demographic dividend,"Life expectancy at birth, total (years)",1967,41.9225529905
22428,Pre-demographic dividend,Military expenditure (% of GDP),1967,
22429,Pre-demographic dividend,Mobile cellular subscriptions (per 100 people),1967,
22430,Pre-demographic dividend,Net lending (+) / net borrowing (-) (% of GDP),1967,
22431,Pre-demographic dividend,Population density (people per sq. km of land area),1967,11.0996819171
22432,Pre-demographic dividend,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22433,Pre-demographic dividend,"Revenue, excluding grants (% of GDP)",1967,
22434,Pre-demographic dividend,"Services, etc., value added (% of GDP)",1967,
22435,Pre-demographic dividend,Tax revenue (% of GDP),1967,
22436,Pre-demographic dividend,Time required to start a business (days),1967,
22437,Small states,"Agriculture, value added (% of GDP)",1967,
22438,Small states,CO2 emissions (metric tons per capita),1967,2.19700153759
22439,Small states,Domestic credit provided by financial sector (% of GDP),1967,21.8737983711
22440,Small states,Electric power consumption (kWh per capita),1967,
22441,Small states,Energy use (kg of oil equivalent per capita),1967,
22442,Small states,Exports of goods and services (% of GDP),1967,
22443,Small states,"Fertility rate, total (births per woman)",1967,5.06400662472
22444,Small states,GDP growth (annual %),1967,
22445,Small states,"GNI per capita, PPP (current international $)",1967,
22446,Small states,"Gross enrollment ratio, primary, both sexes (%)",1967,
22447,Small states,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22448,Small states,High-technology exports (% of manufactured exports),1967,
22449,Small states,Imports of goods and services (% of GDP),1967,
22450,Small states,Income share held by lowest 20%,1967,
22451,Small states,"Industry, value added (% of GDP)",1967,
22452,Small states,"Inflation, GDP deflator (annual %)",1967,
22453,Small states,Internet users (per 100 people),1967,
22454,Small states,"Life expectancy at birth, total (years)",1967,57.3833415756
22455,Small states,Military expenditure (% of GDP),1967,
22456,Small states,Mobile cellular subscriptions (per 100 people),1967,
22457,Small states,Net lending (+) / net borrowing (-) (% of GDP),1967,
22458,Small states,Population density (people per sq. km of land area),1967,6.47908367885
22459,Small states,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22460,Small states,"Revenue, excluding grants (% of GDP)",1967,
22461,Small states,"Services, etc., value added (% of GDP)",1967,
22462,Small states,Tax revenue (% of GDP),1967,
22463,Small states,Time required to start a business (days),1967,
22464,South Asia,"Agriculture, value added (% of GDP)",1967,44.8447941238
22465,South Asia,CO2 emissions (metric tons per capita),1967,0.301945460718
22466,South Asia,Domestic credit provided by financial sector (% of GDP),1967,24.1813947392
22467,South Asia,Electric power consumption (kWh per capita),1967,
22468,South Asia,Energy use (kg of oil equivalent per capita),1967,
22469,South Asia,Exports of goods and services (% of GDP),1967,5.24515401489
22470,South Asia,"Fertility rate, total (births per woman)",1967,5.93312222024
22471,South Asia,GDP growth (annual %),1967,6.38514093697
22472,South Asia,"GNI per capita, PPP (current international $)",1967,
22473,South Asia,"Gross enrollment ratio, primary, both sexes (%)",1967,
22474,South Asia,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22475,South Asia,High-technology exports (% of manufactured exports),1967,
22476,South Asia,Imports of goods and services (% of GDP),1967,7.93436891628
22477,South Asia,Income share held by lowest 20%,1967,
22478,South Asia,"Industry, value added (% of GDP)",1967,18.1214887989
22479,South Asia,"Inflation, GDP deflator (annual %)",1967,8.61620470799
22480,South Asia,Internet users (per 100 people),1967,
22481,South Asia,"Life expectancy at birth, total (years)",1967,46.4170602475
22482,South Asia,Military expenditure (% of GDP),1967,
22483,South Asia,Mobile cellular subscriptions (per 100 people),1967,
22484,South Asia,Net lending (+) / net borrowing (-) (% of GDP),1967,
22485,South Asia,Population density (people per sq. km of land area),1967,139.363515001
22486,South Asia,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22487,South Asia,"Revenue, excluding grants (% of GDP)",1967,
22488,South Asia,"Services, etc., value added (% of GDP)",1967,37.0337172605
22489,South Asia,Tax revenue (% of GDP),1967,
22490,South Asia,Time required to start a business (days),1967,
22491,South Asia (IDA & IBRD),"Agriculture, value added (% of GDP)",1967,44.8447941238
22492,South Asia (IDA & IBRD),CO2 emissions (metric tons per capita),1967,0.301945460718
22493,South Asia (IDA & IBRD),Domestic credit provided by financial sector (% of GDP),1967,24.1813947392
22494,South Asia (IDA & IBRD),Electric power consumption (kWh per capita),1967,
22495,South Asia (IDA & IBRD),Energy use (kg of oil equivalent per capita),1967,
22496,South Asia (IDA & IBRD),Exports of goods and services (% of GDP),1967,5.24515401489
22497,South Asia (IDA & IBRD),"Fertility rate, total (births per woman)",1967,5.93312222024
22498,South Asia (IDA & IBRD),GDP growth (annual %),1967,6.38514093697
22499,South Asia (IDA & IBRD),"GNI per capita, PPP (current international $)",1967,
22500,South Asia (IDA & IBRD),"Gross enrollment ratio, primary, both sexes (%)",1967,
22501,South Asia (IDA & IBRD),"Gross enrolment ratio, secondary, both sexes (%)",1967,
22502,South Asia (IDA & IBRD),High-technology exports (% of manufactured exports),1967,
22503,South Asia (IDA & IBRD),Imports of goods and services (% of GDP),1967,7.93436891628
22504,South Asia (IDA & IBRD),Income share held by lowest 20%,1967,
22505,South Asia (IDA & IBRD),"Industry, value added (% of GDP)",1967,18.1214887989
22506,South Asia (IDA & IBRD),"Inflation, GDP deflator (annual %)",1967,8.61620470799
22507,South Asia (IDA & IBRD),Internet users (per 100 people),1967,
22508,South Asia (IDA & IBRD),"Life expectancy at birth, total (years)",1967,46.4170602475
22509,South Asia (IDA & IBRD),Military expenditure (% of GDP),1967,
22510,South Asia (IDA & IBRD),Mobile cellular subscriptions (per 100 people),1967,
22511,South Asia (IDA & IBRD),Net lending (+) / net borrowing (-) (% of GDP),1967,
22512,South Asia (IDA & IBRD),Population density (people per sq. km of land area),1967,139.363515001
22513,South Asia (IDA & IBRD),"Prevalence of HIV, total (% of population ages 15-49)",1967,
22514,South Asia (IDA & IBRD),"Revenue, excluding grants (% of GDP)",1967,
22515,South Asia (IDA & IBRD),"Services, etc., value added (% of GDP)",1967,37.0337172605
22516,South Asia (IDA & IBRD),Tax revenue (% of GDP),1967,
22517,South Asia (IDA & IBRD),Time required to start a business (days),1967,
22518,Sub-Saharan Africa,"Agriculture, value added (% of GDP)",1967,
22519,Sub-Saharan Africa,CO2 emissions (metric tons per capita),1967,0.68357228519
22520,Sub-Saharan Africa,Domestic credit provided by financial sector (% of GDP),1967,41.6666641217
22521,Sub-Saharan Africa,Electric power consumption (kWh per capita),1967,
22522,Sub-Saharan Africa,Energy use (kg of oil equivalent per capita),1967,
22523,Sub-Saharan Africa,Exports of goods and services (% of GDP),1967,20.5521946003
22524,Sub-Saharan Africa,"Fertility rate, total (births per woman)",1967,6.68183930409
22525,Sub-Saharan Africa,GDP growth (annual %),1967,-0.35924763686
22526,Sub-Saharan Africa,"GNI per capita, PPP (current international $)",1967,
22527,Sub-Saharan Africa,"Gross enrollment ratio, primary, both sexes (%)",1967,
22528,Sub-Saharan Africa,"Gross enrolment ratio, secondary, both sexes (%)",1967,
22529,Sub-Saharan Africa,High-technology exports (% of manufactured exports),1967,
22530,Sub-Saharan Africa,Imports of goods and services (% of GDP),1967,23.2373998547
22531,Sub-Saharan Africa,Income share held by lowest 20%,1967,
22532,Sub-Saharan Africa,"Industry, value added (% of GDP)",1967,
22533,Sub-Saharan Africa,"Inflation, GDP deflator (annual %)",1967,1.22775183423
22534,Sub-Saharan Africa,Internet users (per 100 people),1967,
22535,Sub-Saharan Africa,"Life expectancy at birth, total (years)",1967,43.0700643627
22536,Sub-Saharan Africa,Military expenditure (% of GDP),1967,
22537,Sub-Saharan Africa,Mobile cellular subscriptions (per 100 people),1967,
22538,Sub-Saharan Africa,Net lending (+) / net borrowing (-) (% of GDP),1967,
22539,Sub-Saharan Africa,Population density (people per sq. km of land area),1967,11.457866735
22540,Sub-Saharan Africa,"Prevalence of HIV, total (% of population ages 15-49)",1967,
22541,Sub-Saharan Africa,"Revenue, excluding grants (% of GDP)",1967,
22542,Sub-Saharan Africa,"Services, etc., value added (% of GDP)",1967,
22543,Sub-Saharan Africa,Tax revenue (% of GDP),1967,
22544,Sub-Saharan Africa,Time required to start a business (days),1967,
22545,Sub-Saharan Africa (excluding high income),"Agriculture, value added (% of GDP)",1967,
22546,Sub-Saharan Africa (excluding high income),CO2 emissions (metric tons per capita),1967,0.683679075739
22547,Sub-Saharan Africa (excluding high income),Domestic credit provided by financial sector (% of GDP),1967,41.6666641217
22548,Sub-Saharan Africa (excluding high income),Electric power consumption (kWh per capita),1967,
22549,Sub-Saharan Africa (excluding high income),Energy use (kg of oil equivalent per capita),1967,
22550,Sub-Saharan Africa (excluding high income),Exports of goods and services (% of GDP),1967,20.5521946003
22551,Sub-Saharan Africa (excluding high income),"Fertility rate, total (births per woman)",1967,6.68183930409
22552,Sub-Saharan Africa (excluding high income),GDP growth (annual %),1967,-0.359747596229
22553,Sub-Saharan Africa (excluding high income),"GNI per capita, PPP (current international $)",1967,
22554,Sub-Saharan Africa (excluding high income),"Gross enrollment ratio, primary, both sexes (%)",1967,
22555,Sub-Saharan Africa (excluding high income),"Gross enrolment ratio, secondary, both sexes (%)",1967,
22556,Sub-Saharan Africa (excluding high income),High-technology exports (% of manufactured exports),1967,
22557,Sub-Saharan Africa (excluding high income),Imports of goods and services (% of GDP),1967,23.2373998547
22558,Sub-Saharan Africa (excluding high income),Income share held by lowest 20%,1967,
22559,Sub-Saharan Africa (excluding high income),"Industry, value added (% of GDP)",1967,
22560,Sub-Saharan Africa (excluding high income),"Inflation, GDP deflator (annual %)",1967,0.950738270053
22561,Sub-Saharan Africa (excluding high income),Internet users (per 100 people),1967,
22562,Sub-Saharan Africa (excluding high income),"Life expectancy at birth, total (years)",1967,43.0700643627
22563,Sub-Saharan Africa (excluding high income),Military expenditure (% of GDP),1967,
22564,Sub-Saharan Africa (excluding high income),Mobile cellular subscriptions (per 100 people),1967,
22565,Sub-Saharan Africa (excluding high income),Net lending (+) / net borrowing (-) (% of GDP),1967,
22566,Sub-Saharan Africa (excluding high income),Population density (people per sq. km of land area),1967,11.4559766135
22567,Sub-Saharan Africa (excluding high income),"Prevalence of HIV, total (% of population ages 15-49)",1967,
22568,Sub-Saharan Africa (excluding high income),"Revenue, excluding grants (% of GDP)",1967,
22569,Sub-Saharan Africa (excluding high income),"Services, etc., value added (% of GDP)",1967,
22570,Sub-Saharan Africa (excluding high income),Tax revenue (% of GDP),1967,
